"dataset_id";"dataset_titulo";"autor_nome";"organizacao_nome";"dataset_licenca";"dataset_versao";"publicacao_data";"palavras_chave";"area_conhecimento"
"ctb0636";"Levantamento de reconhecimento dos solos do sul do estado de Mato Grosso";"Flavio Garcia de Freitas";"";"CC BY-NC 4.0";"2";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0637";"Levantamento exploratório-reconhecimento de solos do Estado do Piauí";"Paulo Klinger Tito Jacomine";"";"CC BY-NC 4.0";"3.0.2";"20/03/2019";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0638";"Conjunto de dados do levantamento semidetalhado 'Inventário das terras em microbacias hidrográficas, 9 Microbacia: Lajeado Forquilha (Seara,SC).'";"PANICHI";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0639";"Levantamento de reconhecimento de média intensidade dos solos e avaliação da aptidão agrícola das terras da área do Polo Pré-Amazônia Maranhense";"Raimundo Silva Rego";"EMBRAPA. Serviço Nacional de Levantamento e Conservação de Solos";"CC BY-NC 4.0";"4.0.0";"10/03/2019";"Aptidão Agrícola; Classificação do Solo; Levantamento; Reconhecimento; Reconhecimento do Solo; Solo; Terra";"Gênese, Morfologia e Classificação dos Solos"
"ctb0640";"Conjunto de dados do  'Anais da II Reunião de Classificação, Correlação de Solo e Interpretação de Aptidão Agrícola'";"Américo Pereira de Carvalho";"Embrapa Solos";"CC BY 4.0";"2.0";"05-09-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0641";"Anais da III Reunião  de Classificação, Correlação de Solos e Interpretação de Aptidão Agrícola";"A. P. Carvalho";"Embrapa";"CC BY-NC 4.0";"2.5";"26-10-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0642";"Levantamento exploratório-reconhecimento de solos do norte de Minas Gerais (área de atuação da SUDENE)";"Paulo Klinger Tito Jacomine";"Embrapa Solos";"CC BY-NC 4.0";"2.0.1";"20/03/2019";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0643";"VI Reunião de Correlação, Classificação e Aplicação de Levantamentos de Solos RS/SC/PR";"Gustavo Ribas Curcio";"Embrapa Florestas";"CC BY-NC 4.0";"2";"26-04-2017";"Brasil; Classificação; Congresso; Levantamento; Paraná; Rio Grande do Sul; Santa Catarina; Solo";"Gênese, Morfologia e Classificação dos Solos"
"ctb0645";"Levantamento exploratório-reconhecimento de solos do Estado do Maranhão";"Paulo Klinger Tito Jacomine";"EMBRAPA. Serviço Nacional de Levantamento e Conservação de Solos";"CC BY-NC 4.0";"2.1.1";"07-02-2019";"Análise; Levantamento; Reconhecimento; Reconhecimento do Solo; Recurso natural; Solo";"Gênese, Morfologia e Classificação dos Solos"
"ctb0646";"Levantamento de reconhecimento de média intensidade dos solos e avaliação da aptidão agrícola das terras da margem direita do Rio Paranã - Estado de Goiás";"Flávio Garcia de Freitas";"";"CC BY-NC 4.0";"2.0.3";"20/03/2019";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0647";"Conjunto de dados do levantamento de reconhecimento 'Levantamento de Reconhecimento dos Solos da Região Sob influência do Reservatório de Furnas'";"Marcelo Nunes Camargo";"Embrapa Solos";"CC BY-NC 4.0";"2.0";"05-09-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0648";"Conjunto de dados do levantamento semidetalhado 'Levantamento Semidetalhado de Solos da Área do Centro Nacional de Pesquisa de Gado de Leite, Coronel Pacheco, MG'";"Luzberto Achá Panoso";"Embrapa Solos";"CC BY-NC 4.0";"2.0";"05-09-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0654";"Conjunto de dados do  'V Reunião de classificação, correlação e aplicação de levantamentos de solo - Guia de excursão de estudos de solos nos estados de Pernambuco, Paraíba, Rio Grande do Norte, Ceará e Bahia.'";"Fernando Barreto Rodrigues e Silva";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0655";"Levantamento de reconhecimento de baixa intensidade dos solos e avaliação da aptidão agrícola das terras de área piloto no município de Barreirinha - Estado do Amazonas";"Raphael David dos Santos";"";"CC BY-NC 4.0";"2.0.1";"07-01-2019";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0656";"Conjunto de dados do levantamento exploratório-reconhecimento 'LEVANTAMENTO EXPLORATÓRIO-RECONHECIMENTO DE SOLOS DO ESTADO DA PARAÍBA (VOLUME I) E INTERPRETAÇÃO PARA USO AGRÍCOLA DOS SOLOS DO ESTADO DA PARAÍBA (VOLUME II).'";"PAULO KLINGER JACOMINE";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0657";"Levantamento Exploratório - Reconhecimento de Solos da Margem Direita do Rio São Franciso. Estado da Bahia - Volume I";"Paulo klinger Tito Jacomina";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0658";"Conjunto de dados do levantamento de reconhecimento de média intensidade 'Levantamento de Reconhecimento de Média Intensidade dos Solos e Avaliação da Aptidão Agrícola das Terras de 21.000 hectares no Município de Tefé, Amazonas.'";"Wittern";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0659";"Conjunto de dados do levantamento de reconhecimento de baixa intensidade 'Levantamento de Reconhecimento de Baixa Intensidade dos Solos e Avaliação da Aptidão Agrícola das Terras do Projeto de Colonização Apiaú - Território Federal de Roraima.'";"Raphael David dos Santos";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0660";"Estudo expedito de solos no Estado do Maranhão para fins de classificação, correlação e legenda preliminar";"Paulo KlInger Tito Jacomine";"EMBRAPA. Serviço Nacional de Levantamento e Conservação de Solos";"CC BY 4.0";"2.1";"09-06-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0661";"Levantamento exploratório-reconhecimento de solos do Estado do Ceará";"Paulo Klinger Tito Jacomine";"";"CC BY-NC 4.0";"3.0.0";"20/03/2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0662";"Conjunto de dados do levantamento de reconhecimento 'LEVANTAMENTO DE RECONHECIMENTO DOS SOLOS DO ESTADO DO ESPIRITO SANTO'";"Luzberto Achá Panoso";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0663";"Conjunto de dados do levantamento de reconhecimento de média intensidade 'LEVANTAMENTO DE RECONHECIMENTO DE MÉDIA INTENSIDADE DOS SOLOS E AVALIAÇÃO DA APTIDÃO AGRÍCOLA DAS TERRAS DE UMA ÁREA SOB INFLUÊNCIA DOS RIOS ARAGUARI, FALSINO E TARTARUGAL GRANDE. TERRITÓRIO FEDERAL DO AMAPÁ.'";"Humberto Gonçalves dos Santos";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0664";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 15.'";"Departamento Nacional da Produção Mineral.";"";"CC BY-NC 4.0";"2";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0665";"Conjunto de dados do levantamento de reconhecimento 'LEVANTAMENTO DE RECONHECIMENTO DOS SOLOS E AVALIAÇÃO DA APTIDÃO AGRÍCOLA DAS TERRAS DE UMA ÁREA DE COLONIZAÇÃO NO MUNICÍPIO DE URUCARÁ, ESTADO DO AMAZONAS.'";"José Raimundo Natividade Ferreira Gama";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0666";"Conjunto de dados do  'Solos da Região Sudeste da Bahia - Atualização da legenda de Acordo com o Sistema Brasileiro de Classificação de Solos.'";"Sandoval Oliveira de Santana";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0667";"Conjunto de dados do levantamento de reconhecimento de média intensidade 'Levantamento de Reconhecimento de Média Intensidade dos Solos e Avaliação da Aptidão Agrícola das Terras da Área do Pólo Trombetas, Pará.'";"MARTINS";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0668";"Conjunto de dados do levantamento de reconhecimento de alta intensidade 'LEVANTAMENTO DE RECONHECIMENTO DE ALTA INTENSIDADE DOS SOLOS E AVALIAÇÃO DA APTIDÃO AGRÍCOLA DAS TERRAS DE ÁREA AO LONGO DA BR-174, NA REGIÃO DO RIO ANAUÁ, NO MUNICÍPIO DE CARACARAÍ - T.F. DE RORAIMA.'";"Tarcisio Ewerton Rodrigues";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0669";"Conjunto de dados do levantamento de reconhecimento de média intensidade 'Levantamento de Reconhecimento de Média Intensidade dos Solos e Avaliação da Aptidão Agrícola das Terras em 100.000 Hectares da Gleba Machadinho, no Município de Ariquemes, Rondônia.'";"WITTERN";"Embrapa Solos";"CC BY-NC 4.0";"2.0";"05-09-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0670";"Conjunto de dados do  'LATOSSOLO VERMELHO-AMARELO, PODZÓLICO VERMELHO-AMARELO. ARGILA DE ATIVIDADE BAIXA INTERMEDIÁRIOS: CONCEITUAÇÃO E DISTINÇÃO. (Tese de doutorado).'";"Humberto Gonçalves dos Santos.";"";"CC BY 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0671";"Conjunto de dados do levantamento de reconhecimento de média intensidade 'LEVANTAMENTO DE RECONHECIMENTO DE MÉDIA INTENSIDADE E APTIDÃO AGRÍCOLA DOS SOLOS DA ÁREA DO PÓLO ALTAMIRA, PA.'";"Raimundo Silva Rego";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0672";"Conjunto de dados do levantamento detalhado 'Levantamento Detalhado de Área Piloto para Conservação de Solos no Município de Ibirubá, RS'";"Reinaldo Oscar Pötter";"Serviço Nacional de Levantamento e Conservação de Solos (SNLCS)";"CC BY-NC 4.0";"2.1";"24-08-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0673";"Conjunto de dados do levantamento de reconhecimento de média intensidade 'LEVANTAMENTO DE RECONHECIMENTO DE MÉDIA INTENSIDADE DOS SOLOS E AVALIAÇÃO DA APTIDÃO AGRÍCOLA DAS TERRAS DA ÁREA DO PÓLO RORAIMA'";"José Raimundo Natividade Ferreira Gama";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0674";"Conjunto de dados do  'Caracterização e Classificação de Solos do Terciário no Nordeste do Estado do Pará.'";"João Marcos Lima da Silva";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0675";"Conjunto de dados do levantamento exploratório 'LEVANTAMENTO EXPLORATÓRIO - RECONHECIMENTO DE SOLOS DO ESTADO DE SERGIPE.'";"José Klinger Tito Jacomine";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0676";"Conjunto de dados do  'CARACTERIZAÇÃO E GÊNESE DE SOLOS BRUNOS DO MACIÇO ALCALINO DE POÇOS DE CALDAS(MG)'";"Tarcísio Ewerton Rodrigues";"";"CC BY-NC 4.0";"2.0";"05-09-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0677";"Mapa esquemático de solos regiões Norte, Meio-Norte e Centro-Oeste do Brasil: primeira aproximação";"Marcelo Nunes Camargo";"EMBRAPA. Centro de Pesquisas Pedológicas";"CC BY-NC 4.0";"2.0.3";"25/04/2019";"Brasil; Esquemático; Mapas; Meio norte; Regiao Centro-Oeste; Regiao Meio-Norte; Regiao Norte; Solos.";"Gênese, Morfologia e Classificação dos Solos"
"ctb0678";"Conjunto de dados do levantamento exploratório 'LEVANTAMENTO EXPLORATÓRIO - RECONHECIMENTO DE SOLOS DO ESTADO DE PERNAMBUCO - VOLUME II '";"Paulo Klinger Tito Jacomine";"";"CC BY-NC 4.0";"2";"04-08-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0679";"Levantamento Exploratório - Reconhecimento de Solos da Margem Direita do Rio São Franciso. Estado da Bahia - Volume II";"Paulo Klinger Tito Jacomina";"";"CC BY-NC 4.0";"2.0.1";"07-02-2019";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0680";"Conjunto de dados do levantamento de reconhecimento 'LEVANTAMENTO DE RECONHECIMENTO DOS SOLOS E AVALIAÇÃO DA APTIDÃO AGRÍCOLA DAS TERRAS DE UMA ÁREA DE COLONIZAÇÃO NO MUNICÍPIO DE CAREIRO, ESTADO DO AMAZONAS.'";"Amarindo Fausto Soares";"";"CC BY 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0681";"Conjunto de dados do levantamento de reconhecimento 'LEVANTAMENTO DE RECONHECIMENTO DOS SOLOS E AVALIAÇÃO DA APTIDÃO AGRÍCOLA DAS TERRAS DE UMA ÁREA DE COLONIZAÇÃO NO MUNICÍPIO DE BARREIRINHA, ESTADO DO AMAZONAS.'";"José Raimundo Natividade Ferreira Gama";"";"CC BY-NC 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0682";"Conjunto de dados do levantamento de reconhecimento de baixa intensidade 'LEVANTAMENTO DE RECONHECIMENTO DE BAIXA INTENSIDADE DOS SOLOS DO MUNICÍPIO DE JARDIM, ESTADO DO MATO GROSSO DO SUL.'";"César da Silva Chagas";"";"CC BY-NC 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0683";"Conjunto de dados do levantamento de reconhecimento de baixa intensidade 'Levantamento de Reconhecimento de Baixa Intensidade dos Solos do Município de Nioaque, Estado do Mato Grosso do Sul'";"Nilson Rendeiro Pereira";"";"CC BY-NC 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0684";"Levantamento de reconhecimento de média intensidade dos solos e avaliação da aptidão agrícola das terras da área do Pólo Amapá";"Paulo Lacerda dos Santos";"";"CC BY-NC 4.0";"3.0.0";"20/03/2019";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0685";"Conjunto de dados do levantamento de reconhecimento de média intensidade 'Levantamento de Reconhecimento de Média Intensidade dos Solos e Avaliação da Aptidão Agrícola das Terras da Área do Pólo Tapajós.'";"João Marcos Lima da Silva";"";"CC BY-NC 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0686";"Conjunto de dados do levantamento semidetalhado 'LEVANTAMENTO SEMIDETALHADO DOS SOLOS DA BACIA DO RIBEIRÃO LAJEADO, PR.'";"Delcio Peres Hochmüller";"";"CC BY-NC 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0687";"Conjunto de dados do levantamento de reconhecimento 'Levantamento de Reconhecimento dos Solos do Núcleo Colonial de Gurguéia.'";"Raphael David dos Santos";"";"CC BY-NC 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0688";"Conjunto de dados do levantamento semidetalhado 'Levantamento Semidetalhado dos Solos de Áreas do Ministério da Agricultura no Distrito Federal.'";"Flávio Garcia de Freitas";"";"CC BY-NC 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0689";"Conjunto de dados do levantamento de reconhecimento 'LEVANTAMENTO DE RECONHECIMENTO DOS SOLOS E AVALIAÇÃO DA APTIDÃO AGRÍCOLA DAS TERRAS DA ÁREA DO PÓLO CARAJÁS, ESTADO DO PARÁ.'";"Raimundo Silva Rêgo";"";"CC BY-NC 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0690";"Conjunto de dados do levantamento exploratório-reconhecimento 'LEVANTAMENTO EXPLORATÓRIO-RECONHECIMENTO DE ALTA INTENSIDADE E APTIDÃO AGRÍCOLA DOS SOLOS DA ÁREA COMPREENDIDA ENTRE OS KM 81 E 152 DA RODOVIA SANTARÉM-CUIABÁ E O RIO CURUÁ-UNA.'";"Tarcísio Ewerton Rodrigues";"";"CC BY 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0691";"Conjunto de dados do levantamento exploratório 'Levantamento Exploratório dos Solos da Região Sob Influência da Cia. Vale do Rio Doce.'";"Raphael David dos Santos";"";"CC BY-NC 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0693";"Conjunto de dados do levantamento de reconhecimento 'I Levantamento de reconhecimento dos solos da Zona de Iguatemi Mato Grosso.'";"BRASIL. Ministério da Agricultura.";"";"CC BY-NC 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0694";"Conjunto de dados do levantamento exploratório-reconhecimento 'LEVANTAMENTO EXPLORATÓRIO - RECONHECIMENTO DE SOLOS DO ESTADO DO RIO GRANDE DO NORTE'";"BRASIL";"";"CC BY-NC 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0695";"Levantamento detalhado dos solos da Estação Experimental de Itapirema";"Luzberto Achá Panoso";"Ministério da Agricultura - Escritório de Pesquisas e Experimentação - Equipe de Pedologia e Fertilidade do Solo";"CC BY-NC 4.0";"2.0.1";"13-02-2019";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0696";"Conjunto de dados do levantamento de reconhecimento detalhado 'LEVANTAMENTO DE RECONHECIMENTO-DETALHADA E APTIDÃO AGRÍCOLA DOS SOLOS DA ÁREA DO CENTRO NACIONAL DE PESQUISA DE GADO DE CORTE - MATO GROSSO DO SUL'";"Elias Pedro Mothci";"";"CC BY-NC 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0697";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 1. '";"Departamento Nacional da Produção Mineral.";"";"CC BY-NC 4.0";"2";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0698";"Conjunto de dados do levantamento de reconhecimento 'LEVANTAMENTO DE RECONHECIMENTO DOS SOLOS DE TRÊS ÁREAS PRIORITÁRIAS SITUADAS NA RODOVIA TRANSAMAZÔNICA.'";"BRASIL. Ministério da Agricultura.";"";"CC BY-NC 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0699";"Conjunto de dados do levantamento detalhado 'LEVANTAMENTO DETALHADO DOS SOLOS DA FAZENDA CAJU UEPAE/ARACAJU. '";"BRASIL. Ministério da Agricultura.";"";"CC BY-NC 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0700";"Conjunto de dados do levantamento detalhado 'LEVANTAMENTO DETALHADO DOS SOLOS DA ÁREA DA UEPAE DE TERESINA, PI'";"Heraclio Fernandes R. de Melo Filho";"";"CC BY 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0701";"Projeto Radambrasil: Folha SA. 23 São Luis e parte da folha SA. 24 Fortaleza; Solos (volume 3)";"João Viana Araújo";"Departamento Nacional de Produção Mineral";"CC BY 4.0";"2.3";"09-08-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0702";"Conjunto de dados do  'PROJETO DE GESTÃO AMBIENTAL INTEGRADO DO ESTADO DO AMAZONAS.'";"Governo do Estado do Amazonas. Instituto de Proteção Ambiental do Amazonas - IPAAM.";"";"CC BY 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0703";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 4. '";"Departamento Nacional da Produção Mineral.";"";"CC BY 4.0";"2";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0704";"Projeto Radambrasil: Folha SB. 23 Teresina e parte da folha SB. 24 Jaguaribe; Solos (volume 2)";"Sérgio Sommer";"Departamento Nacional de Produção Mineral";"CC BY 4.0";"2.1";"10-06-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0705";"Projeto Radambrasil: Folha SA. 22 Belém; Solos (volume 5)";"Paulo Roberto Soares Corrêa";"Departamento Nacional de Produção Mineral";"CC BY 4.0";"2.1";"10-06-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0706";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 6. '";"Departamento Nacional da Produção Mineral.";"";"CC BY 4.0";"2";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0707";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 7. '";"Departamento Nacional da Produção Mineral.";"";"CC BY 4.0";"2";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0709";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 8.'";"Departamento Nacional da Produção Mineral.";"";"CC BY 4.0";"2";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0710";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 9. '";"Departamento Nacional da Produção Mineral.";"";"CC BY 4.0";"2";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0711";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 10.'";"Departamento Nacional da Produção Mineral.";"";"CC BY-NC 4.0";"2.0.1";"10/01/2019";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0713";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 12.'";"Departamento Nacional da Produção Mineral.";"";"CC BY-NC 4.0";"2";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0714";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 11. '";"Departamento Nacional da Produção Mineral.";"";"CC BY-NC 4.0";"2";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0717";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 13. '";"Departamento Nacional da Produção Mineral.";"";"CC BY-NC 4.0";"2.0";"12-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0718";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 14.'";"Departamento Nacional da Produção Mineral.";"";"CC BY-NC 4.0";"2";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0750";"Conjunto de dados do levantamento semidetalhado 'Levantamento Semidetalhado dos Solos do Jardim Botânico de Brasília'";"Cavedon";"";"CC BY 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0751";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 16. '";"Departamento Nacional da Produção Mineral.";"";"CC BY-NC 4.0";"2";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0752";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 17. '";"Departamento Nacional da Produção Mineral.";"";"CC BY-NC 4.0";"2";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0753";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 18.'";"Departamento Nacional da Produção Mineral.";"";"CC BY-NC 4.0";"2";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0754";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 19.'";"Departamento Nacional da Produção Mineral.";"";"CC BY-NC 4.0";"2";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0756";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 20. '";"Departamento Nacional da Produção Mineral.";"";"CC BY-NC 4.0";"2";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0757";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 21.'";"Departamento Nacional da Produção Mineral.";"";"CC BY-NC 4.0";"2";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0758";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 22. '";"Departamento Nacional da Produção Mineral.";"";"CC BY-NC 4.0";"2";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0759";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 23.'";"Ministério das Minas e Energia - Secretaria-Geral.";"";"CC BY-NC 4.0";"2";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0760";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 24.'";"Ministério das Minas e Energia - Secretaria-Geral.
";"";"CC BY 4.0";"2";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0761";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 25. '";"Antonio José Wilman Rios";"";"CC BY-NC 4.0";"2.0.5";"04/04/2019";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0762";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 26.'";"Ministério das Minas e Energia - Secretaria-Geral.";"";"CC BY-NC 4.0";"2";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0763";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 27. '";"Departamento Nacional da Produção Mineral.";"";"CC BY-NC 4.0";"2";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0764";"Conjunto de dados do levantamento exploratório 'PROJETO RADAMBRASIL - Levantamento de Recursos Naturais. Volume 28.'";"Departamento Nacional da Produção Mineral.";"";"CC BY-NC 4.0";"2";"xx-xx-2017";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0765";"Conjunto de dados do  '2nd Global Workshop on Digital Soil Mapping for Regions and Countries with Sparse Soil Data Infrastructures - Tour Guide'";"Maria de Lourdes Mendonça Santos Brefin";"";"CC BY-NC 4.0";"2.0";"11-01-2018";NA;"Gênese, Morfologia e Classificação dos Solos"
"ctb0766";"Projeto Radambrasil: Folha SD. 23 Brasília; Solos (volume 29)";"Ministério das Minas e Energia - Secretaria-Geral.
";"";"CC BY-NC 4.0";"2.1";"10/07/2018";NA;"Gênese, Morfologia e Classificação dos Solos"
